sentiment,text
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
Positive,I love Harry Potter.
Positive,I love Harry Potter.
Positive,I am going to start reading the Harry Potter series again because that is one awesome story.
Positive,"I, too, like Harry Potter.."
Positive,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
Positive,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
Positive,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
Positive,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
Positive,Harry Potter is AWESOME I don't care if anyone says differently!..
Positive,I love Harry Potter..
